"ID;Name;Synonym"
"14604;Leuconostoc/Luffa Cylindrica Stem Sap Ferment Filtrate;Leuconostoc/Luffa Cylindrica Stem Sap Ferment Filtrate"
"14605;Leuconostoc/Lycium Chinense Fruit/Rehmannia Glutinosa Root/Cuscuta Chinensis Fruit/Cistanche Deserticola/Zanthoxylum Piperitum Fruit/Chrysanthemum Morifolium Fruit/Poria Cocos/ Cinnamomum Cassia Ferment;Leuconostoc/Lycium Chinense Fruit/Rehmannia Glutinosa Root/Cuscuta Chinensis Fruit/Cistanche Deserticola/Zanthoxylum Piperitum Fruit/Chrysanthemum Morifolium Fruit/Poria Cocos/ Cinnamomum Cassia Ferment"
"14606;Leuconostoc/Morus Bombycis Ferment Extract Filtrate;Leuconostoc/Morus Bombycis Ferment Extract Filtrate"
"14607;Leuconostoc/Passiflora Edulis Pulp/Soy Protein Ferment Lysate Filtrate;Leuconostoc/Passiflora Edulis Pulp/Soy Protein Ferment Lysate Filtrate"
"14608;Leuconostoc/Radish Root Ferment Filtrate;Radish Root Ferment"
"14609;Leuconostoc/Radish Root Ferment Filtrate;Leuconostoc/Radish Root Ferment Filtrate"
"14610;Leuconostoc/Radish Root Ferment Lysate Filtrate;Leuconostoc/Radish Root Ferment Lysate Filtrate"
"14611;Leuconostoc/Rice Ferment Filtrate Extract;Leuconostoc/Rice Ferment Filtrate Extract"
"14612;Leuconostoc/Saccharomyces/Octopus Mantle Ferment Extract Filtrate;Leuconostoc/Saccharomyces/Octopus Mantle Ferment Extract Filtrate"
"14613;Leuconostoc/Salix Alba Bark Extract Ferment Filtrate;Leuconostoc/Salix Alba Bark Extract Ferment Filtrate"
"14614;Leuconostoc/Sorbus Aucuparia Fruit Ferment Filtrate;Leuconostoc/Sorbus Aucuparia Fruit Ferment Filtrate"
"14615;Leucosidea Sericea Leaf Extract;Leucosidea Sericea Leaf Extract"
"14616;Leukocyte Extract;Leukocyte Extract"
"14617;Levan;Levan"
"14618;Levan/Fructose/Glucose/Sucrose;Levan/Fructose/Glucose/Sucrose"
"14619;Levisticum Officinale Leaf Extract;Levisticum Officinale Leaf Extract"
"14620;Levisticum Officinale Leaf Oil;Levisticum Officinale Leaf Oil"
"14621;Levisticum Officinale Oil;Levisticum Officinale Oil"
"14622;Levisticum Officinale Root Extract;Levisticum Officinale Root Extract"
"14623;Levisticum Officinale Root Oil;Levisticum Officinale Root Oil"
"14624;Levistolide A;Levistolide A"
"14625;Levulinic Acid;Levulinic Acid"
"14626;Liatris Odoratissima Leaf Extract;Liatris Odoratissima Leaf Extract"
"14627;Liatris Odoratissima Leaf Oil;Liatris Odoratissima Leaf Oil"
"14628;Ligninase;Ligninase"
"14629;Lignite Extract;Lignite Extract"
"14630;Lignoceryl Erucate;Lignoceryl Erucate"
"14631;Lignosus Rhinocerus Sclerotium Extract;Lignosus Rhinocerus Sclerotium Extract"
"14632;Lignum Powder;Lignum Powder"
"14633;Ligularia Fishceri Leaf Extract;Ligularia Fishceri Leaf Extract"
"14634;Ligularia Stenocephala Extract;Ligularia Stenocephala Extract"
"14635;Ligusticum Acutilobum Branch Extract;Ligusticum Acutilobum Branch Extract"
"14636;Ligusticum Chuanxiong Extract;Ligusticum Chuanxiong Extract"
"14637;Ligusticum Chuanxiong Root Extract;Ligusticum Chuanxiong Root Extract"
"14638;Ligusticum Jeholense Flower/Root Extract;Ligusticum Jeholense Flower/Root Extract"
"14639;Ligusticum Sinense Root Extract;Ligusticum Sinense Root Extract"
"14640;Ligusticum Striatum Root Extract;Ligusticum Striatum Root Extract"
"14641;Ligustrum Japonicum Fruit Extract;Ligustrum Japonicum Fruit Extract"
"14642;Ligustrum Japonicum Wood Extract;Ligustrum Japonicum Wood Extract"
"14643;Ligustrum Lucidum Fruit Extract;Ligustrum Lucidum Fruit Extract"
"14644;Ligustrum Lucidum Leaf Extract;Ligustrum Lucidum Leaf Extract"
"14645;Ligustrum Lucidum Seed Extract;Ligustrum Lucidum Seed Extract"
"14646;Ligustrum Lucidum Stem Extract;Ligustrum Lucidum Stem Extract"
"14647;Ligustrum Obtusifolium Branch/Leaf Extract;Ligustrum Obtusifolium Branch/Leaf Extract"
"14648;Ligustrum Vulgare Fruit Extract;Ligustrum Vulgare Fruit Extract"
"14649;Lilium Brownii Bulb Extract;Lilium Brownii Bulb Extract"
"14650;Lilium Brownii Bulb/Seed Extract;Lilium Brownii Bulb/Seed Extract"
"14651;Lilium Bulbiferum Flower/Leaf/Stem Juice;Lilium Bulbiferum Flower/Leaf/Stem Juice"
"14652;Lilium Candidum Bulb Extract;Lilium Candidum Bulb Extract"
"14653;Lilium Candidum Bulb/Cymbidium Grandiflorum Flower/Malva Sylvestris Extract;Lilium Candidum Bulb/Cymbidium Grandiflorum Flower/Malva Sylvestris Extract"
"14654;Lilium Candidum Callus Culture Extract;Lilium Candidum Callus Culture Extract"
"14655;Lilium Candidum Flower Extract;Lilium Candidum Flower Extract"
"14656;Lilium Candidum Flower Water;Lilium Candidum Flower Water"
"14657;Lilium Candidum Leaf Cell Extract;Lilium Candidum Leaf Cell Extract"
"14658;Lilium Hybrid Extract;Lilium Hybrid Extract"
"14659;Lilium Hybrid Flower Extract;Lilium Hybrid Flower Extract"
"14660;Lilium Japonicum Extract;Lilium Japonicum Extract"
"14661;Lilium Longiflorum Bulb Extract;Lilium Longiflorum Bulb Extract"
"14662;Lilium Longiflorum Flower Extract;Lilium Longiflorum Flower Extract"
"14663;Lilium Martagon Bulb Extract;Lilium Martagon Bulb Extract"
"14664;Lilium Parvum Flower Extract;Sierra Tiger Lily"
"14665;Lilium Parvum Flower Extract;Lilium Parvum Flower Extract"
"14666;Lilium Parvum Flower Extract;Alpine Lily"
"14667;Lilium Philadelphicum Flower Extract;Lilium Philadelphicum Flower Extract"
"14668;Lilium Polyphyllum Flower Extract;Lilium Polyphyllum Flower Extract"
"14669;Lilium Speciosum Flower Oil;Lilium Speciosum Flower Oil"
"14670;Lilium Speciosum Rubrum Bulb Extract;Lilium Speciosum Rubrum Bulb Extract"
"14671;Lilium Tigrinum Extract;Tiger Lily"
"14672;Lilium Tigrinum Extract;Lilium Tigrinum Extract"
"14673;Lilium Tigrinum Flower/Leaf/Stem Extract;Lilium Tigrinum Flower/Leaf/Stem Extract"
"14674;Lilium Tigrinum Root Extract;Lilium Tigrinum Root Extract"
"14675;Limnanthes Alba Seed Oil;Limnanthes Alba Seed Oil"
"14676;Limnanthes Alba Seed Oil;Meadow Foam Oil"
"14677;Limnanthes Alba Seed Oil;Meadowfoam Seed Oil"
"14678;Limnanthes Alba Seed Oil;Meadowfoam Oil"
"14679;Limnanthes Alba Seed Oil Ethyl Esters;Limnanthes Alba Seed Oil Ethyl Esters"
"14680;Limnophila Chinensis Leaf Extract;Limnophila Chinensis Leaf Extract"
"14681;Limonene;Limonene"
"14682;Limonia Acidissima Bark Extract;Limonia Acidissima Bark Extract"
"14683;Limonia Acidissima Bark Powder;Limonia Acidissima Bark Powder"
"14684;Limonia Acidissima Extract;Limonia Acidissima Extract"
"14685;Limonia Acidissima Shell Powder;Limonia Acidissima Shell Powder"
"14686;Limonia Acidissima Wood Powder;Limonia Acidissima Wood Powder"
"14687;Limonium Gerberi Extract;Limonium Gerberi Extract"
"14688;Limonium Narbonense Flower/Leaf/Stem Extract;Limonium Narbonense Flower/Leaf/Stem Extract"
"14689;Limonium Tetragonum Extract;Limonium Tetragonum Extract"
"14690;Limonium Vulgare Flower/Leaf/Stem Extract;Limonium Vulgare Flower/Leaf/Stem Extract"
"14691;Limus;Limus"
"14692;Limus Extract;Limus Extract"
"14693;Linalool;Linalool"
"14694;Linalool Acid Isomerized;Linalool Acid Isomerized"
"14695;Linalool Dihydroepoxide;Linalool Dihydroepoxide"
"14696;Linalool Oxide;Linalool Oxide"
"14697;Linalyl Acetate;Linalyl Acetate"
"14698;Linalyl Anthranilate;Linalyl Anthranilate"
"14699;Linalyl Benzoate;Linalyl Benzoate"
"14700;Linalyl Butyrate;Linalyl Butyrate"
"14701;Linalyl Cinnamate;Linalyl Cinnamate"
"14702;Linalyl Isobutyrate;Linalyl Isobutyrate"
"14703;Linalyl Isovalerrate;Linalyl Isovalerrate"
"14704;Linalyl Methyl Ether;Linalyl Methyl Ether"
"14705;Linalyl Phenylacetate;Linalyl Phenylacetate"
"14706;Linalyl Propionate;Linalyl Propionate"
"14707;Linalylformate;Linalylformate"
"14708;Linaria Cymbalaria Flower/Leaf/Stem Extract;Linaria Cymbalaria Flower/Leaf/Stem Extract"
"14709;Linaria Japonica Extract;Linaria Japonica Extract"
"14710;Linaria Loeselii Callus Extract;Linaria Loeselii Callus Extract"
"14711;Lindera Erythrocarpa Adventitious Root Extract;Lindera Erythrocarpa Adventitious Root Extract"
"14712;Lindera Erythrocarpa Extract;Lindera Erythrocarpa Extract"
"14713;Lindera Erythrocarpa Leaf/Twig Water;Lindera Erythrocarpa Leaf/Twig Water"
"14714;Lindera Erythrocarpa Phytoplacenta Extract;Lindera Erythrocarpa Phytoplacenta Extract"
"14715;Lindera Obtusiloba Branch Extract;Lindera Obtusiloba Branch Extract"
"14716;Lindera Strychnifolia Leaf Extract;Lindera Strychnifolia Leaf Extract"
"14717;Lindera Strychnifolia Root Extract;Lindera Strychnifolia Root Extract"
"14718;Lindera Umbellata Leaf Oil;Lindera Umbellata Leaf Oil"
"14719;Lindera Umbellata Leaf/Twig Oil;Lindera Umbellata Leaf/Twig Oil"
"14720;Lindera Umbellata Leaf/Twig Water;Lindera Umbellata Leaf/Twig Water"
"14721;Lindera Umbellata Twig Oil;Lindera Umbellata Twig Oil"
"14722;Linderanolide B/Subamolide A;Linderanolide B/Subamolide A"
"14723;Linnaea Borealis Extract;Linnaea Borealis Extract"
"14724;Linoleamide;Linoleamide"
"14725;Linoleamide Dea;Linoleamide Dea"
"14726;Linoleamide Mea;Linoleamide Mea"
"14727;Linoleamide Mipa;Linoleamide Mipa"
"14728;Linoleamidopropalkonium Chloride;Linoleamidopropalkonium Chloride"
"14729;Linoleamidopropyl Dimethylamine;Linoleamidopropyl Dimethylamine"
"14730;Linoleamidopropyl Dimethylamine Dimer Dilinoleate;Linoleamidopropyl Dimethylamine Dimer Dilinoleate"
"14731;Linoleamidopropyl Dimonium Lactate;Linoleamidopropyl Dimonium Lactate"
"14732;Linoleamidopropyl Ethyldimonium Ethosulfate;Linoleamidopropyl Ethyldimonium Ethosulfate"
"14733;Linoleamidopropyl Pg-Dimonium Chloride Phosphate;Linoleamidopropyl Pg-Dimonium Chloride Phosphate"
"14734;Linoleamidopropyl Pg-Dimonium Chloride Phosphate Dimethicone;Linoleamidopropyl Pg-Dimonium Chloride Phosphate Dimethicone"
"14735;Linoleic Acid;Linoleic Acid"
"14736;Linoleic Acid;Lanolic Acid"
"14737;Linoleic Acid;Vitamin F"
"14738;Linolenic Acid;Alpha-Linolenic Acid"
"14739;Linolenic Acid;Omega-3 Fatty Acid"
"14740;Linolenic Acid;Ala"
"14741;Linolenic Acid;Linolenic Acid"
"14742;Linoleyl Gallate;Linoleyl Gallate"
"14743;Linoleyl Lactate;Linoleyl Lactate"
"14744;Linseed Acid;Linseed Acid"
"14745;Linseed Oil Ascorbate Esters;Linseed Oil Ascorbate Esters"
"14746;Linseed Oil Ethyl Esters;Linseed Oil Ethyl Esters"
"14747;Linseed Oil Peg-8 Esters;Linseed Oil Peg-8 Esters"
"14748;Linseed Oil Polyglyceryl-4 Esters;Linseed Oil Polyglyceryl-4 Esters"
"14749;Linseed Oil/Palm Oil Aminopropanediol Esters;Linseed Oil/Palm Oil Aminopropanediol Esters"
"14750;Linum Alpinum Flower/Leaf/Stem Extract;Linum Alpinum Flower/Leaf/Stem Extract"
"14751;Linum Alticumamidopropyl Betaine;Linum Alticumamidopropyl Betaine"
"14752;Linum Usitatissimum Flower Extract;Linum Usitatissimum Flower Extract"
"14753;Linum Usitatissimum Hull Extract;Linum Usitatissimum Hull Extract"
"14754;Linum Usitatissimum Seed Extract;Linum Usitatissimum Seed Extract"
"14755;Linum Usitatissimum Seed Flour;Linum Usitatissimum Seed Flour"
"14756;Linum Usitatissimum Seed Oil;Linum Usitatissimum Seed Oil"
"14757;Linum Usitatissimum Seed Oil;Flaxseed Oil"
"14758;Linum Usitatissimum Seed Oil;Linseed Oil"
"14759;Linum Usitatissimum Seed Polysaccharide;Linum Usitatissimum Seed Polysaccharide"
"14760;Linum Usitatissimum Seed Powder;Linum Usitatissimum Seed Powder"
"14761;Lipase;Lipase"
"14762;Lippia Alba Leaf/Stem Oil;Lippia Alba Leaf/Stem Oil"
"14763;Lippia Citriodora Flower Extract;Lippia Citriodora Flower Extract"
"14764;Lippia Citriodora Flower Water;Lippia Citriodora Flower Water"
"14765;Lippia Citriodora Flower/Leaf/Stem Extract;Lippia Citriodora Flower/Leaf/Stem Extract"
"14766;Lippia Citriodora Flower/Leaf/Stem Oil;Lippia Citriodora Flower/Leaf/Stem Oil"
"14767;Lippia Citriodora Flower/Leaf/Stem Oil;Lemon Beebrush Oil"
"14768;Lippia Citriodora Flower/Leaf/Stem Water;Lippia Citriodora Flower/Leaf/Stem Water"
"14769;Lippia Citriodora Leaf Cell Culture Extract;Lippia Citriodora Leaf Cell Culture Extract"
"14770;Lippia Citriodora Leaf Extract;Lippia Citriodora Leaf Extract"
"14771;Lippia Citriodora Leaf Extract;Lemon Beebrush Leaf Extract"
"14772;Lippia Citriodora Leaf Oil;Lippia Citriodora Leaf Oil"
"14773;Lippia Citriodora Leaf Water;Lippia Citriodora Leaf Water"
"14774;Lippia Citriodora Meristem Cell Culture;Lippia Citriodora Meristem Cell Culture"
"14775;Lippia Citriodora Water;Lippia Citriodora Water"
"14776;Lippia Origanoides Leaf/Flower/Stem Oil;Lippia Origanoides Leaf/Flower/Stem Oil"
"14777;Liquid Germall Plus;Germall Plus"
"14778;Liquid Germall Plus;Liquid Germall Plus"
"14779;Liquidambar Acalycina/Formosana Resin Oil;Liquidambar Acalycina/Formosana Resin Oil"
"14780;Liquidambar Formosana Fruit Extract;Liquidambar Formosana Fruit Extract"
"14781;Liquidambar Formosana Resin Oil;Liquidambar Formosana Resin Oil"
"14782;Liquidambar Orientalis Balsam Oil;Liquidambar Orientalis Balsam Oil"
"14783;Liquidambar Orientalis Resin Extract;Liquidambar Orientalis Resin Extract"
"14784;Liquidambar Styraciflua Balsam Extract;Liquidambar Styraciflua Balsam Extract"
"14785;Liquidambar Styraciflua Fruit Extract;Liquidambar Styraciflua Fruit Extract"
"14786;Liquidambar Styraciflua Oil;Liquidambar Styraciflua Oil"
"14787;Liquiritigenin;Liquiritigenin"
"14788;Liquiritin Apioside;Liquiritin Apioside"
"14789;Liriodendron Tulipifera Leaf Water;Liriodendron Tulipifera Leaf Water"
"14790;Liriodendron Tulipifera Leaf Wax;Liriodendron Tulipifera Leaf Wax"
"14791;Liriope Muscari Extract;Liriope Muscari Extract"
"14792;Liriope Muscari Root Extract;Liriope Muscari Root Extract"
"14793;Liriope Spicata Root Extract;Liriope Spicata Root Extract"
"14794;Liriosma Ovata Wood Extract;Liriosma Ovata Wood Extract"
"14795;Litchi Chinensis Fruit Extract;Litchi Chinensis Fruit Extract"
"14796;Litchi Chinensis Fruit Juice;Litchi Chinensis Fruit Juice"
"14797;Litchi Chinensis Pericarp Extract;Litchi Chinensis Pericarp Extract"
"14798;Litchi Chinensis Seed Extract;Litchi Chinensis Seed Extract"
"14799;Litchi Chinensis Seed Powder;Litchi Chinensis Seed Powder"
"14800;Litchi Chinensis Water;Litchi Chinensis Water"
"14801;Lithium Carbonate;Lithium Carbonate"
"14802;Lithium Chloride;Lithium Chloride"
"14803;Lithium Gluconate;Lithium Gluconate"
"14804;Lithium Guanosine Triphosphate;Lithium Guanosine Triphosphate"
"14805;Lithium Hydroxide;Lithium Hydroxide"
"14806;Lithium Magnesium Silicate;Lithium Magnesium Silicate"
"14807;Lithium Magnesium Sodium Silicate;Lithium Magnesium Sodium Silicate"
"14808;Lithium Myristate;Lithium Myristate"
"14809;Lithium Oxidized Polyethylene;Lithium Oxidized Polyethylene"
"14810;Lithium Stearate;Lithium Stearate"
"14811;Lithium Sulfide;Lithium Sulfide"
"14812;Lithium/Potassium/Iron/Titanium Oxides;Lithium/Potassium/Iron/Titanium Oxides"
"14813;Lithium/Potassium/Titanium Oxides;Lithium/Potassium/Titanium Oxides"
"14814;Lithops Pseudotruncatella Callus Lysate;Lithops Pseudotruncatella Callus Lysate"
"14815;Lithospermum Erythrorhizon Root;Lithospermum Erythrorhizon Root"
"14816;Lithospermum Erythrorhizon Root Extract;Purple Gromwell"
"14817;Lithospermum Erythrorhizon Root Extract;Lithospermum Erythrorhizon Root Extract"
"14818;Lithospermum Erythrorhizon Root Oil;Lithospermum Erythrorhizon Root Oil"
"14819;Lithospermum Officinale Extract;Lithospermum Officinale Extract"
"14820;Lithospermum Officinale Root Extract;Lithospermum Officinale Root Extract"
"14821;Lithospermum Officinale Seed Oil;Lithospermum Officinale Seed Oil"
"14822;Lithospermum Root Extract Serum Albumin Succinate;Lithospermum Root Extract Serum Albumin Succinate"
"14823;Lithothamnion Calcareum Extract;Lithothamnion Calcareum Extract"
"14824;Lithothamnion Calcareum Powder;Lithothamnion Calcareum Powder"
"14825;Lithothamnion Corallioides Powder;Lithothamnion Corallioides Powder"
"14826;Lithothamnion Tophiforme Powder;Lithothamnion Tophiforme Powder"
"14827;Litsea Cubeba Fruit Extract;Litsea Cubeba Fruit Extract"
"14828;Litsea Cubeba Fruit Extract Hydrogenated;Litsea Cubeba Fruit Extract Hydrogenated"
"14829;Litsea Cubeba Fruit Oil;May Chang"
"14830;Litsea Cubeba Fruit Oil;Litsea Essential Oil"
"14831;Litsea Cubeba Fruit Oil;May Chang Essential Oil"
"14832;Litsea Cubeba Fruit Oil;Litsea Cubeba Fruit Oil"
"14833;Litsea Cubeba Leaf Extract;Litsea Cubeba Leaf Extract"
"14834;Litsea Glutinosa Bark Extract;Litsea Glutinosa Bark Extract"
"14835;Litsea Glutinosa Leaf Extract;Litsea Glutinosa Leaf Extract"
"14836;Litsea Japonica Branch/Leaf Extract;Litsea Japonica Branch/Leaf Extract"
"14837;Litsea Polyantha Leaf Extract;Litsea Polyantha Leaf Extract"
"14838;Liver Cell Extract;Liver Cell Extract"
"14839;Liver Extract;Liver Extract"
"14840;Liver Hydrolysate;Liver Hydrolysate"
"14841;Livistona Chinensis Fruit Extract;Livistona Chinensis Fruit Extract"
"14842;Lizard Extract;Lizard Extract"
"14843;L-Menthanone;L-Menthanone"
"14844;L-Menthyl Formate;L-Menthyl Formate"
"14845;Locked Nucleic Acid-1;Locked Nucleic Acid-1"
"14846;Locust Bean Hydroxypropyltrimonium Chloride;Locust Bean Hydroxypropyltrimonium Chloride"
"14847;Lodoicea Maldivica Fruit Extract;Lodoicea Maldivica Fruit Extract"
"14848;Loeselia Mexicana Leaf Extract;Loeselia Mexicana Leaf Extract"
"14849;Loess;Loess"
"14850;Loess Extract;Loess Extract"
"14851;Lolium Perenne Flower Extract;Lolium Perenne Flower Extract"
"14852;Lolium Perenne Fruit Extract;Lolium Perenne Fruit Extract"
"14853;Lolium Perenne Fruit Oil;Lolium Perenne Fruit Oil"
"14854;Lolium Perenne Leaf Extract;Lolium Perenne Leaf Extract"
"14855;Lolium Perenne Leaf Oil;Lolium Perenne Leaf Oil"
"14856;Longifolene;Longifolene"
"14857;Lonicera Caerulea Fruit;Lonicera Caerulea Fruit"
"14858;Lonicera Caerulea Fruit Juice;Lonicera Caerulea Fruit Juice"
"14859;Lonicera Caerulea Fruit Water;Lonicera Caerulea Fruit Water"
"14860;Lonicera Caprifolium Extract;Lonicera Caprifolium Extract"
"14861;Lonicera Caprifolium Flower Extract;Lonicera Caprifolium Flower Extract"
"14862;Lonicera Caprifolium Flower Extract;Honeysuckle Flower Extract"
"14863;Lonicera Japonica Callus Extract;Lonicera Japonica Callus Extract"
"14864;Lonicera Japonica Callus Lysate;Lonicera Japonica Callus Lysate"
"14865;Lonicera Japonica Flower Extract;Lonicera Japonica Flower Extract"
"14866;Lonicera Japonica Flower/Root/Glycyrrhiza Glabra Extract;Lonicera Japonica Flower/Root/Glycyrrhiza Glabra Extract"
"14867;Lonicera Japonica Leaf Extract;Lonicera Japonica Leaf Extract"
"14868;Lonicera Periclymenum Callus Culture Extract;Lonicera Periclymenum Callus Culture Extract"
"14869;Lophophytum Elongatum Extract;Lophophytum Elongatum Extract"
"14870;Loranthus Tanakae Stem Extract;Loranthus Tanakae Stem Extract"
"14871;Lotus Corniculatus Flower Extract;Lotus Corniculatus Flower Extract"
"14872;Lotus Corniculatus Flower Water;Lotus Corniculatus Flower Water"
"14873;Lotus Corniculatus Leaf Cell Extract;Lotus Corniculatus Leaf Cell Extract"
"14874;Lotus Corniculatus Seed Extract;Lotus Corniculatus Seed Extract"
"14875;Lotus Japonicus Somatic Embryo Extract;Lotus Japonicus Somatic Embryo Extract"
"14876;Lotus Japonicus Symbiosome Extract;Lotus Japonicus Symbiosome Extract"
"14877;Lotus Maritimus Flower/Leaf Extract;Lotus Maritimus Flower/Leaf Extract"
"14878;Lotus Maritimus Flower/Leaf/Stem Extract;Lotus Maritimus Flower/Leaf/Stem Extract"
"14879;L-Trimethyl-3-Cyclohexene-1-Methyl Acetate;L-Trimethyl-3-Cyclohexene-1-Methyl Acetate"
"14880;Ludwigia Octovalvis Extract;Ludwigia Octovalvis Extract"
"14881;Luffa Cylindrica;Luffa Cylindrica"
"14882;Luffa Cylindrica Callus Culture Conditioned Media;Luffa Cylindrica Callus Culture Conditioned Media"
"14883;Luffa Cylindrica Callus Extract;Luffa Cylindrica Callus Extract"
"14884;Luffa Cylindrica Fruit;Loofa"
"14885;Luffa Cylindrica Fruit;Luffa Cylindrica Fruit"
"14886;Luffa Cylindrica Fruit Extract;Luffa Cylindrica Fruit Extract"
"14887;Luffa Cylindrica Fruit Powder;Luffa Cylindrica Fruit Powder"
"14888;Luffa Cylindrica Fruit Water;Luffa Cylindrica Fruit Water"
"14889;Luffa Cylindrica Fruit/Daucus Carota Sativa Root/Cucumis Sativus Fruit Extract;Luffa Cylindrica Fruit/Daucus Carota Sativa Root/Cucumis Sativus Fruit Extract"
"14890;Luffa Cylindrica Fruit/Leaf/Stem Extract;Luffa Cylindrica Fruit/Leaf/Stem Extract"
"14891;Luffa Cylindrica Leaf;Luffa Cylindrica Leaf"
"14892;Luffa Cylindrica Leaf Extract;Luffa Cylindrica Leaf Extract"
"14893;Luffa Cylindrica Root Extract;Luffa Cylindrica Root Extract"
"14894;Luffa Cylindrica Seed Oil;Luffa Cylindrica Seed Oil"
"14895;Luffa Cylindrica Stem Extract;Luffa Cylindrica Stem Extract"
"14896;Luffa Cylindrica Stem Sap;Luffa Cylindrica Stem Sap"
"14897;Luffa Operculata Extract;Luffa Operculata Extract"
"14898;Lugworm Coelomic Fluid Extract;Lugworm Coelomic Fluid Extract"
"14899;Lupeol;Lupeol"
"14900;Lupeyl Isonicotinate;Lupeyl Isonicotinate"
"14901;Lupine Amino Acids;Lupine Amino Acids"
"14902;Lupinus Albus Oil Unsaponifiables;Lupinus Albus Oil Unsaponifiables"
"14903;Lupinus Albus Protein;Lupinus Albus Protein"
"14904;Lupinus Albus Seed Extract;Lupinus Albus Seed Extract"
"14905;Lupinus Albus Seed Oil;Lupinus Albus Seed Oil"
"14906;Lupinus Luteus Seed Extract;Lupinus Luteus Seed Extract"
"14907;Lupinus Subcarnosus Symbiosome Extract;Lupinus Subcarnosus Symbiosome Extract"
"14908;Lupinus Texensis Seed Extract;Lupinus Texensis Seed Extract"
"14909;Luteolin;Luteolin"
"14910;Lutetium Chloride;Lutetium Chloride"
"14911;Luteum Ovi Extract;Luteum Ovi Extract"
"14912;Luteum Ovi Powder;Luteum Ovi Powder"
"14913;Lychnis Cognata Root Extract;Lychnis Cognata Root Extract"
"14914;Lycium Barbarum Amino Acids;Lycium Barbarum Amino Acids"
"14915;Lycium Barbarum Callus Culture Extract;Lycium Barbarum Callus Culture Extract"
"14916;Lycium Barbarum Fruit Extract;Lycium Barbarum Fruit Extract"
"14917;Lycium Barbarum Fruit Extract;Goji Berry Extract"
"14918;Lycium Barbarum Seed Oil;Lycium Barbarum Seed Oil"
"14919;Lycium Chinense Callus Extract;Lycium Chinense Callus Extract"
"14920;Lycium Chinense Extract;Lycium Chinense Extract"
"14921;Lycium Chinense Flower Extract;Lycium Chinense Flower Extract"
"14922;Lycium Chinense Fruit Extract;Lycium Chinense Fruit Extract"
"14923;Lycium Chinense Fruit Juice;Lycium Chinense Fruit Juice"
"14924;Lycium Chinense Fruit Water;Lycium Chinense Fruit Water"
"14925;Lycium Chinense Fruit/(Angelica Dahurica/Rehmannia Glutinosa/Scutellaria Baicalensis) Root Extract;Lycium Chinense Fruit/(Angelica Dahurica/Rehmannia Glutinosa/Scutellaria Baicalensis) Root Extract"
"14926;Lycium Chinense Fruit/Root Extract;Lycium Chinense Fruit/Root Extract"
"14927;Lycium Chinense Fruit/Safflower Flower/Root/Poria Cocos Extract;Lycium Chinense Fruit/Safflower Flower/Root/Poria Cocos Extract"
"14928;Lycium Chinense Leaf Extract;Lycium Chinense Leaf Extract"
"14929;Lycium Chinense Leaf Powder;Lycium Chinense Leaf Powder"
"14930;Lycium Chinense Root Extract;Lycium Chinense Root Extract"
"14931;Lycium Chinense Stem Extract;Lycium Chinense Stem Extract"
"14932;Lycopene;Lycopene"
"14933;Lycopodium Clavatum Exine;Lycopodium Clavatum Exine"
"14934;Lycopodium Clavatum Extract;Lycopodium Clavatum Extract"
"14935;Lycopsis Arvensis Fruit/Leaf/Root/Stem Extract;Lycopsis Arvensis Fruit/Leaf/Root/Stem Extract"
"14936;Lycopus Coreanus Callus Culture Extract;Lycopus Coreanus Callus Culture Extract"
"14937;Lycopus Coreanus Leaf Extract;Lycopus Coreanus Leaf Extract"
"14938;Lycopus Maackianus Callus Culture Extract;Lycopus Maackianus Callus Culture Extract"
"14939;Lycoris Aurea Extract;Lycoris Aurea Extract"
"14940;Lycoris Chejuensis Extract;Lycoris Chejuensis Extract"
"14941;Lycoris Uydoensis Extract;Lycoris Uydoensis Extract"
"14942;Lygodium Japonicum Spore;Lygodium Japonicum Spore"
"14943;Lysimachia Clethroides Extract;Lysimachia Clethroides Extract"
"14944;Lysimachia Foenum-Graecum Extract;Lysimachia Foenum-Graecum Extract"
"14945;Lysimachia Mauritiana Extract;Lysimachia Mauritiana Extract"
"14946;Lysimachia Vulgaris Extract;Lysimachia Vulgaris Extract"
"14947;Lysinamido Ornithine;Lysinamido Ornithine"
"14948;Lysine;Lysine"
"14949;Lysine Arganate;Lysine Arganate"
"14950;Lysine Aspartate;Lysine Aspartate"
"14951;Lysine Azelate;Lysine Azelate"
"14952;Lysine Babassuate;Lysine Babassuate"
"14953;Lysine Carboxymethyl Cysteinate;Lysine Carboxymethyl Cysteinate"
"14954;Lysine Cocoate;Lysine Cocoate"
"14955;Lysine Dna;Lysine Dna"
"14956;Lysine Glutamate;Lysine Glutamate"
"14957;Lysine Hcl;Lysine Hcl"
"14958;Lysine Hyaluronate;Lysine Hyaluronate"
"14959;Lysine Lauroyl Glutamate;Lysine Lauroyl Glutamate"
"14960;Lysine Lauroyl Methionate;Lysine Lauroyl Methionate"
"14961;Lysine Octatrienoate;Lysine Octatrienoate"
"14962;Lysine PCA;Lysine PCA"
"14963;Lysine Thiazolidine Carboxylate;Lysine Thiazolidine Carboxylate"
"14964;Lysolecithin;Lysolecithin"
"14965;Lysophosphatidic Acid;Lysophosphatidic Acid"
"14966;Lysophosphatidylcholinylchlorin E6;Lysophosphatidylcholinylchlorin E6"
"14967;Lysophosphatidylethanolamine;Lysophosphatidylethanolamine"
